loss,accuracy,val_loss,val_accuracy
1.9517613649368286,0.07692307978868484,1.8532335758209229,0.1428571492433548
1.9668172597885132,0.1538461595773697,1.947282075881958,0.0
1.9454447031021118,0.23076923191547394,1.949607014656067,0.0
1.9452710151672363,0.1538461595773697,1.9702529907226562,0.0
1.9450753927230835,0.1538461595773697,1.9502321481704712,0.0
1.9447225332260132,0.1538461595773697,1.9541085958480835,0.0
1.947835087776184,0.1538461595773697,1.9517205953598022,0.0
1.9442877769470215,0.1538461595773697,1.9523236751556396,0.0
1.9441004991531372,0.23076923191547394,1.9531000852584839,0.0
1.943877935409546,0.23076923191547394,1.9538803100585938,0.0
1.9436556100845337,0.23076923191547394,1.9546632766723633,0.0
1.9434336423873901,0.23076923191547394,1.9554492235183716,0.0
1.9432120323181152,0.23076923191547394,1.9562371969223022,0.0
1.9429911375045776,0.23076923191547394,1.9570276737213135,0.0
1.942771077156067,0.23076923191547394,1.9578195810317993,0.0
1.9425512552261353,0.23076923191547394,1.9586131572723389,0.0
1.9423325061798096,0.23076923191547394,1.959407925605774,0.0
1.9421143531799316,0.23076923191547394,1.960204005241394,0.0
1.9418970346450806,0.23076923191547394,1.9610010385513306,0.0
1.9416803121566772,0.23076923191547394,1.9617986679077148,0.0
1.9414646625518799,0.23076923191547394,1.9625972509384155,0.0
1.941249966621399,0.23076923191547394,1.9633960723876953,0.0
1.9410361051559448,0.23076923191547394,1.9641954898834229,0.0
1.9408231973648071,0.23076923191547394,1.96499502658844,0.0
1.9406110048294067,0.23076923191547394,1.965794563293457,0.0
1.9404000043869019,0.23076923191547394,1.9665943384170532,0.0
1.940190076828003,0.23076923191547394,1.9673938751220703,0.0
1.9399809837341309,0.23076923191547394,1.9681928157806396,0.0
1.9397729635238647,0.23076923191547394,1.968991994857788,0.0
1.9395657777786255,0.23076923191547394,1.9697903394699097,0.0
1.9393597841262817,0.23076923191547394,1.9705883264541626,0.0
1.939154863357544,0.23076923191547394,1.9713857173919678,0.0
1.9389508962631226,0.23076923191547394,1.9721823930740356,0.0
1.9387480020523071,0.23076923191547394,1.9729783535003662,0.0
1.9385462999343872,0.23076923191547394,1.9737732410430908,0.0
1.9383454322814941,0.23076923191547394,1.9745674133300781,0.0
1.9381458759307861,0.23076923191547394,1.975360631942749,0.0
1.9379470348358154,0.23076923191547394,1.9761525392532349,0.0
1.9377492666244507,0.23076923191547394,1.9769433736801147,0.0
1.937552809715271,0.23076923191547394,1.9777330160140991,0.0
1.9373574256896973,0.23076923191547394,1.978521466255188,0.0
1.93716299533844,0.23076923191547394,1.9793084859848022,0.0
1.936969518661499,0.23076923191547394,1.9800941944122314,0.0
1.9367772340774536,0.23076923191547394,1.980878233909607,0.0
1.9365859031677246,0.23076923191547394,1.981661081314087,0.0
1.9363957643508911,0.23076923191547394,1.9824424982070923,0.0
1.9362068176269531,0.23076923191547394,1.9832221269607544,0.0
1.936018705368042,0.23076923191547394,1.9840000867843628,0.0
1.9358315467834473,0.23076923191547394,1.984776258468628,0.0
1.935645580291748,0.23076923191547394,1.9855507612228394,0.0
1.9354605674743652,0.23076923191547394,1.986323595046997,0.0
1.935276746749878,0.23076923191547394,1.9870942831039429,0.0
1.9350937604904175,0.23076923191547394,1.9878636598587036,0.0
1.9349119663238525,0.23076923191547394,1.9886308908462524,0.0
1.934731125831604,0.23076923191547394,1.989396095275879,0.0
1.9345512390136719,0.23076923191547394,1.9901593923568726,0.0
1.9343724250793457,0.23076923191547394,1.990920901298523,0.0
1.934194564819336,0.23076923191547394,1.9916801452636719,0.0
1.9340177774429321,0.23076923191547394,1.9924376010894775,0.0
1.9338419437408447,0.23076923191547394,1.9931926727294922,0.0
1.9336670637130737,0.23076923191547394,1.9939454793930054,0.0
1.9334931373596191,0.23076923191547394,1.9946967363357544,0.0
1.9333202838897705,0.23076923191547394,1.9954454898834229,0.0
1.9331482648849487,0.23076923191547394,1.9961919784545898,0.0
1.9329771995544434,0.23076923191547394,1.9969362020492554,0.0
1.932807207107544,0.23076923191547394,1.997678518295288,0.0
1.9326382875442505,0.23076923191547394,1.9984182119369507,0.0
1.9324698448181152,0.23076923191547394,1.999155879020691,0.0
1.9323029518127441,0.23076923191547394,1.9998912811279297,0.0
1.9321365356445312,0.23076923191547394,2.000624179840088,0.0
1.9319711923599243,0.23076923191547394,2.001354694366455,0.0
1.9318066835403442,0.23076923191547394,2.0020830631256104,0.0
1.931643009185791,0.23076923191547394,2.0028088092803955,0.0
1.9314804077148438,0.23076923191547394,2.0035324096679688,0.0
1.9313185214996338,0.23076923191547394,2.004253625869751,0.0
1.9311578273773193,0.23076923191547394,2.004972219467163,0.0
1.9309977293014526,0.23076923191547394,2.005688428878784,0.0
1.930838704109192,0.23076923191547394,2.0064024925231934,0.0
